16:28:04;0.0;0;78.1;0;422.3;422.0;0
16:28:10;0.0;0;78.6;0;422.3;422.0;0
16:28:16;0.0;0;78.6;0;421.8;422.0;0
16:28:22;0.0;0;79.1;77.0;421.8;422.0;0
16:28:28;0.0;0;79.6;77.0;420.9;422.0;0
16:28:34;0.0;0;79.6;77.0;420.9;422.0;0
16:28:40;0.0;0;79.6;77.0;420.9;422.0;0
16:28:46;0.0;0;79.6;77.0;420.9;422.0;0
16:28:52;0.0;0;80.1;77.0;420.9;422.0;0
16:28:58;0.0;0;80.6;77.0;420.9;422.0;0
16:29:04;0.0;0;79.6;77.0;420.9;422.0;0
16:29:10;0.0;0;79.6;77.0;420.9;422.0;0
16:29:16;0.0;0;79.6;77.0;421.0;422.0;0
16:29:22;0.0;0;79.6;77.0;420.9;422.0;0
16:29:28;0.0;0;79.6;77.0;420.4;422.0;0
16:29:34;0.0;0;79.6;77.0;420.9;422.0;0
16:29:40;0.0;0;79.6;77.0;420.9;422.0;0
16:29:46;0.0;0;79.6;77.0;420.9;422.0;0
16:29:52;0.0;0;79.6;77.0;420.9;422.0;0
16:29:58;0.0;0;80.1;77.0;420.4;422.0;0
16:30:04;0.0;0;79.8;77.0;420.4;422.0;0
16:30:10;0.0;0;79.6;77.0;420.9;422.0;0
16:30:16;0.0;0;79.6;77.0;422.2;422.0;0
16:30:22;0.0;0;80.1;77.0;420.8;422.0;0
16:30:28;0.0;0;80.1;77.0;420.4;422.0;0
16:30:34;0.0;0;80.1;77.0;420.4;422.0;0
16:30:40;0.0;0;80.1;77.0;419.4;422.0;0
16:30:46;0.0;0;80.1;77.0;420.4;422.0;0
16:30:52;0.0;0;80.1;77.0;420.4;422.0;0
16:30:58;0.0;0;80.1;77.0;420.4;422.0;0
16:31:04;0.0;0;80.1;77.0;421.9;422.0;0
16:31:10;0.0;0;79.6;77.0;420.9;422.0;0
16:31:16;0.0;0;78.1;77.0;419.9;422.0;0
16:31:22;0.0;0;78.6;77.0;421.8;422.0;0
16:31:28;0.0;0;77.9;77.0;421.9;422.0;0
16:31:34;0.0;0;78.1;77.0;421.4;422.0;0
16:31:40;0.0;0;78.6;77.0;421.8;422.0;0
16:31:46;0.0;0;78.6;77.0;421.8;422.0;0
16:31:52;0.0;0;78.6;77.0;421.8;422.0;0
16:31:58;0.0;0;78.6;77.0;422.2;422.0;0
16:32:04;0.0;0;78.6;77.0;421.8;422.0;0
16:32:10;0.0;0;78.1;77.0;421.8;422.0;0
16:32:16;0.0;0;79.1;77.0;422.3;422.0;0
16:32:22;0.0;0;79.1;77.0;420.9;422.0;0
16:32:28;0.0;0;79.6;77.0;421.2;422.0;0
16:32:34;0.0;0;79.6;77.0;420.9;422.0;0
16:32:40;0.0;0;79.6;77.0;420.9;422.0;0
16:32:46;0.0;0;79.6;77.0;420.9;422.0;0
16:32:52;0.0;0;79.6;77.0;420.9;422.0;0
16:32:58;0.0;0;79.6;77.0;420.9;422.0;0
16:33:04;0.0;0;80.1;77.0;420.9;422.0;0
16:33:11;0.0;0;80.6;77.0;421.4;422.0;0
16:33:17;0.0;0;80.1;77.0;419.2;422.0;0
16:33:23;0.0;0;79.6;77.0;420.9;422.0;0
16:33:29;0.0;0;79.6;77.0;420.9;422.0;0
16:33:35;0.0;0;80.1;77.0;420.9;422.0;0
